,product_name,allergens_tags,additives_tags,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,main_category,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,starch_100g,polyols_100g,fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g
1945,soavelli xl pomodoro più mozzarella,"en:eggs,en:gluten,en:milk",en:e330,9.0,c,Composite foods,One-dish meals,en:frozen-ready-made-meals,1093.0,262.0,1093.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.5,0.0,0.0,2.5,8.2,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,soia 100% italiana al cioccolato,en:soybeans,"en:e101,en:e407,en:e415,en:e471",-1.0,a,Beverages,Plant-based milk substitutes,en:soy-milks,0.0,59.0,247.0,0.0,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.5,0.0,0.0,0.0,3.3,0.0,0.0,0.1,0.04,0.0,0.0,0.0,7.5e-07,0.0,0.0,0.0,0.0,0.00021,0.0,0.0,0.0,0.0,3.8e-07,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,soia edamame,0,0,-9.0,a,Cereals and potatoes,Legumes,en:legume-seeds,516.0,0.0,516.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.5,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,soia light senza zuccheri,0,0,-1.0,a,Beverages,Plant-based milk substitutes,en:soy-milks,0.0,28.0,117.0,0.0,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,2.6,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,soia naturale,0,0,-2.0,a,Beverages,Plant-based milk substitutes,en:soy-milks,0.0,43.0,180.0,0.0,2.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.5,3.9,0.0,0.0,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,sorbetto ananas frutto della passione e mango alphonso,0,en:e330,6.0,c,Milk and dairy products,Ice cream,en:sorbets,0.0,126.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,0.0,0.0,0.8,0.0,0.0,0.0,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,sottilette classiche,0,"en:e270,en:e331",16.0,d,Milk and dairy products,Cheese,en:cheeses,0.0,225.0,941.0,0.0,14.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,17.0,0.0,0.0,3.1,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,soya original,0,0,-1.0,a,Beverages,Plant-based milk substitutes,en:unsweetened-natural-soy-milks,0.0,39.0,163.0,0.0,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.5,3.0,0.0,0.0,0.11,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,soya vanilla,en:soybeans,0,-1.0,a,Beverages,Plant-based milk substitutes,en:vanilla-soy-milks,0.0,54.0,226.0,0.0,1.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,0.0,0.0,0.6,3.3,0.0,0.0,0.14,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,soyadrink,en:soybeans,en:e418,-1.0,a,Beverages,Plant-based milk substitutes,en:milk-substitute,0.0,39.0,163.0,0.0,1.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.6,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,spaghettata italiana,0,0,13.0,d,unknown,unknown,it:preparati-per-pasta,0.0,294.0,1230.0,0.0,2.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.9,0.0,0.0,0.0,10.0,0.0,0.0,15.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,spaghetti di gragnano igp,0,0,-1.0,a,Cereals and potatoes,Cereals,en:durum-wheat-pasta,0.0,353.0,1477.0,0.0,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.1,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,spaghetti integrale bío,0,0,-6.0,a,Cereals and potatoes,Cereals,en:whole-durum-wheat-pasta,0.0,343.0,1435.0,0.0,1.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.3,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,spaghetti ristorante 8,0,0,-1.0,a,Cereals and potatoes,Cereals,en:whole-wheat-spaghetti,0.0,347.0,1452.0,0.0,2.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,2.5,0.0,0.0,0.0,13.0,0.0,0.0,0.004,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,spaghetti sans gluten,0,en:e471,-1.0,a,Cereals and potatoes,Cereals,fr:feculents,0.0,363.0,1519.0,0.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6,0.6,0.0,0.0,1.7,6.9,0.0,0.0,0.002,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,spaghetti semi integrali di grano senatore cappelli biologico,0,0,-5.0,a,unknown,unknown,it:spaghetti-semi-integrali-di-grano-senatore-cappelli-biologico,0.0,346.0,1448.0,0.0,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.9,0.0,0.0,7.3,12.0,0.0,0.0,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,special k nutri-mi,"en:gluten,en:nuts,en:soybeans","en:e101,en:e14xx,en:e306",-1.0,a,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,0.0,398.0,1665.0,0.0,8.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,0.0,0.0,8.6,11.0,0.0,0.0,0.8,0.32,0.0,0.0,0.0,4.8e-06,0.0,0.0,0.0,0.001,0.0013,0.0096,0.0,0.000242,0.0,1.5e-06,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,specialità gnocchetti sardi,en:gluten,0,-4.0,a,Cereals and potatoes,Cereals,en:dry-pastas,0.0,359.0,1502.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,3.5,0.0,0.0,3.0,12.5,0.0,0.0,0.013,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,spianata integrale morbida,0,0,-4.0,a,unknown,unknown,en:breaded-products,0.0,278.0,1163.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.6,0.0,0.0,7.0,11.4,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,spinaci in foglia,0,0,-9.0,a,fruits-and-vegetables,vegetables,en:frozen-spinachs,0.0,38.0,159.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.0,0.0,2.3,3.4,0.0,0.0,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,spirulina,0,0,18.0,d,unknown,unknown,it:alghe,0.0,399.0,1669.0,0.0,7.72,7.72,0.67,0.0,0.0,0.0,0.0,0.0,0.0,23.9,3.1,0.0,0.0,3.6,58.0,0.0,0.0,2.6,1.04,0.0,0.0,0.0,0.0,0.005,0.0255,0.0,0.00238,0.00367,0.01282,0.00036,0.094,0.0,0.0,1.363,0.0,0.12,0.118,0.0285,0.195,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,spremuta di frutta 100% agrumi italiani - fiorfiore coop,0,0,20.0,e,unknown,unknown,en:fruit-based-beverages,0.0,74.0,310.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,15.3,0.0,0.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,spätzle freschi agli spinaci,en:eggs,0,1.0,b,Cereals and potatoes,Cereals,en:fresh-pasta,0.0,151.0,632.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,2.3,5.4,0.0,0.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,stracchino cremoso,0,0,11.0,d,Milk and dairy products,Cheese,en:stracchino,0.0,269.0,1125.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000476837,1.2000000476837,0.0,0.0,0.0,12.0,0.0,0.0,0.80000001192093,0.320000004768372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,succo albicocca,0,0,19.0,e,Beverages,Fruit nectars,en:apricot-nectars,0.0,62.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,succo all'albicocca,0,en:e300,4.0,c,Beverages,Sweetened beverages,en:apricot-juices,0.0,48.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,9.7,0.0,0.0,0.69,0.29,0.0,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,succo alla pera,0,"en:e300,en:e330",19.0,e,Beverages,Sweetened beverages,en:juices-and-nectars,0.0,60.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,succo ananas,0,0,4.0,c,Beverages,Fruit juices,en:unsweetened-beverages,210.0,49.0,210.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,succo di pera,0,0,9.0,d,unknown,unknown,en:juices-and-nectars,0.0,43.0,180.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,succo di pompelmo concentrato,0,0,1.0,b,Beverages,Fruit juices,en:grapefruit-juices,0.0,34.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,sugo alle melanzane bio,0,en:e270,-1.0,a,Fat and sauces,Dressings and sauces,en:tomato-sauces,0.0,68.0,285.0,0.0,4.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.6,0.0,0.0,1.5,1.5,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,sugo alle olive,0,0,4.0,c,Fat and sauces,Dressings and sauces,en:tomato-sauces,0.0,61.0,255.0,0.0,2.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.6,0.0,0.0,0.0,1.6,0.0,0.0,1.24,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,sugo ragù di chianina,0,0,5.0,c,unknown,unknown,it:ragu,0.0,167.0,699.0,0.0,12.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.7,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,super active,"en:gluten,en:milk","en:e500,en:e500ii",12.0,d,Cereals and potatoes,Breakfast cereals,en:cereal-flakes-with-fruits,1605.0,379.0,1605.0,0.0,19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,super frutti bacche di goji,0,en:e220,6.0,c,Fruits and vegetables,Dried fruits,en:dried-goji,0.0,303.0,1268.0,0.0,3.1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,0.0,0.0,1.5,12.0,0.0,0.0,1.6,0.64,0.0,0.000134,0.0,0.0,0.0,0.0,0.0034,4e-05,5e-05,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,super smoothie energy,0,0,15.0,e,unknown,unknown,en:smoothies,0.0,52.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.017,0.00033,0.00038,0.0025,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,swedish almond cake with chocolate and crunchy caramel,"en:nuts,en:soybeans",0,23.0,e,Sugary snacks,Biscuits and cakes,en:almond-cakes,0.0,446.0,1866.0,0.0,28.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,0.0,0.0,0.0,9.1,0.0,0.0,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,sås senap & dill,en:mustard,en:e160a,14.0,d,Fat and sauces,Dressings and sauces,en:mustards,0.0,440.0,1841.0,0.0,38.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,0.0,0.0,0.0,2.1,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,sì&no di mais,0,0,7.0,c,unknown,unknown,en:snacks,0.0,430.0,1799.0,0.0,11.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,0.5,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,tacchino,0,0,5.0,c,unknown,unknown,it:affettato,0.0,100.0,418.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,18.0,0.0,0.0,2.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,tacoz,0,0,15.0,d,unknown,unknown,en:snacks,1964.0,0.0,1964.0,0.0,20.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,1.8,0.0,0.0,6.0,7.3,0.0,0.0,1.7,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,tagliolini all’uovo,en:eggs,0,-4.0,a,Cereals and potatoes,Cereals,en:fresh-pasta,0.0,293.0,1226.0,0.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.6,0.0,0.0,2.3,12.0,0.0,0.0,0.09,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,tahin chiaro,0,0,-2.0,a,Cereals and potatoes,Cereals,en:tahini,2709.0,654.0,2709.0,0.0,56.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3,0.0,0.0,5.8,27.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,tahina,0,0,13.0,d,Fat and sauces,Dressings and sauces,en:sauces,0.0,586.0,2452.0,0.0,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,tapporosso,0,0,-1.0,a,Beverages,Plant-based milk substitutes,en:soy-milks,0.0,42.0,176.0,0.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.6,0.0,0.0,0.0,3.3,0.0,0.0,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,taralli ai semi di finocchio,0,0,14.0,d,unknown,unknown,en:salty-snacks,0.0,468.0,1958.0,0.0,20.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.3,0.0,0.0,3.1,9.9,0.0,0.0,2.4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,taralli integrali,0,0,6.0,c,unknown,unknown,en:salty-snacks,0.0,452.0,1891.0,0.0,17.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.5,0.0,0.0,6.4,10.5,0.0,0.0,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,taralli multicereali,"en:gluten,en:sesame-seeds,en:sulphur-dioxide-and-sulphites",0,17.0,d,Sugary snacks,Biscuits and cakes,en:biscuits,0.0,467.0,1954.0,0.0,19.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,1.65,0.0,0.0,0.0,11.92,0.0,0.0,2.54,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,tarallini,"en:gluten,it:vino-bianco,it:vino-bianco",0,0.0,b,unknown,unknown,it:taralli,0.0,65.81,275.0,0.0,15.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7,2.1,0.0,0.0,1.3,9.2,0.0,0.0,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,tarallini alla cipolla,0,0,18.0,d,Cereals and potatoes,Bread,it:taralli,0.0,500.3,2093.0,0.0,23.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,1.1,0.0,0.0,1.4,9.7,0.0,0.0,2.3,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,tartare di scottona,0,"en:e250,en:e262,en:e300,en:e301",0.0,b,Fish Meat Eggs,Meat,en:meats,0.0,99.0,414.0,0.0,2.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,20.0,0.0,0.0,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
