product_name,categoria,packaging_tags,categories_tags,labels_tags,allergens_tags,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,energy_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-d_100g,vitamin-e_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,pantothenic-acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,iodine_100g
mousse al cioccolato,Dolci,"cartone,alluminio,carta","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:filled-chocolates,en:filled-dark-chocolates",en:made-in-germany,"en:milk,en:nuts,en:soybeans",4.0,"en:e322,en:e331,en:e420,en:e440",25.0,e,4.0,Sugary snacks,Chocolate products,en:filled-dark-chocolates,2213.0,33.4,19.8,0.0,0.0,0.0,50.1,40.9,0.0,4.5,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella,Latticini,sachet,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:mozzarella,en:cow-mozzarella",en:green-dot,en:milk,1.0,en:e330,9.0,c,3.0,Milk and dairy products,Cheese,en:cow-mozzarella,1008.0,18.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.45,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella campana di bufala,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:buffalo-cheeses,en:mozzarella,en:buffalo-mozzarella,en:mozzarella-di-bufala-campana",0,0,0.0,0,9.0,c,0.0,Milk and dairy products,Cheese,en:mozzarella-di-bufala-campana,1159.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella fior di latte pugliese,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:mozzarella,it:mozzarella-fior-di-latte",0,0,0.0,0,10.0,c,0.0,Milk and dairy products,Cheese,it:mozzarella-fior-di-latte,1017.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.79,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella julienne,Latticini,0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses",0,0,0.0,0,13.0,d,0.0,Milk and dairy products,Cheese,en:italian-cheeses,1310.0,22.0,14.0,0.0,0.0,0.0,2.7,0.7,0.0,26.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli con frutta,Pasta e Cereali,carta,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis",0,"en:gluten,en:nuts,en:peanuts,en:sesame-seeds,it:prodotti-a-base-di-latte,it:prodotti-a-base-di-soia",1.0,en:e330,7.0,c,3.0,Cereals and potatoes,Breakfast cereals,en:mueslis,1515.0,5.8,2.6,0.0,0.0,0.0,64.0,20.0,8.2,9.1,0.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli croccante,Pasta e Cereali,scatola,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:mueslis-with-chocolate",en:palm-oil-free,"en:gluten,en:milk",1.0,en:e322,16.0,d,4.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-chocolate,1996.0,21.0,4.7,0.0,0.0,0.0,60.0,25.0,0.0,9.5,0.58,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli croccante biologico,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:mueslis,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:mixed-cereal-flakes","en:organic,en:eu-organic,en:it-bio-009,en:palm-oil-free",en:fish,0.0,0,7.0,c,3.0,Cereals and potatoes,Breakfast cereals,en:mixed-cereal-flakes,1828.0,14.0,3.6,0.0,0.0,0.0,67.0,21.0,5.5,8.1,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli croccante con cioccolato fondente e nocciole,Pasta e Cereali,"carton,plastique","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:mueslis-with-chocolate",0,"en:gluten,en:sesame-seeds",0.0,0,16.0,d,0.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-chocolate,1916.0,18.0,6.0,0.0,0.0,0.0,63.0,24.0,0.0,8.0,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli nocciole,Pasta e Cereali,plastik,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:cereals-with-fruits,en:mueslis-with-fruits",en:natural-flavors,"en:gluten,pl:j?czmienna,pl:j?czmienne",0.0,0,-3.0,a,0.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-fruits,1623.0,5.599999905,0.800000012,0.0,0.0,0.0,67.0,12.0,11.0,12.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multivitamine caramelle,Dolci,"latta,plastica","en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:caramels",en:made-in-germany,0,2.0,"en:e270,en:e330",14.0,d,4.0,Sugary snacks,Sweets,en:caramels,1598.0,0.0,0.0,0.0,0.0,0.0,93.3,65.6,0.0,0.0,0.0,0.0,120.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nasello,Pesce,0,"en:seafood,en:fishes,en:anchovy,en:fish-fillets,en:anchovy-fillets",0,0,0.0,0,14.0,d,0.0,Fish Meat Eggs,Fish and seafood,en:anchovy-fillets,1017.0,15.0,1.7,0.0,0.0,0.0,0.2,0.0,0.0,28.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nespole,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:dates,en:medjool-dates","en:no-gluten,en:no-added-sugar",0,0.0,0,2.0,b,0.0,Fruits and vegetables,Fruits,en:medjool-dates,1234.0,0.2,0.0,0.0,0.0,0.0,68.0,66.0,6.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nesquik duo,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals","en:nutriscore,en:nutriscore-grade-c",en:gluten,1.0,en:e1200,7.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:chocolate-cereals,1644.0,5.9,3.0,0.0,0.0,0.0,72.0,25.0,7.8,8.7,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nocciola del piemonte igp,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:hazelnuts",en:pgi,0,0.0,0,-1.0,a,0.0,Salty snacks,Nuts,en:hazelnuts,3017.0,69.0,6.0,0.0,0.0,0.0,9.0,2.9,80.0,12.0,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nocciole tritate e tostate,Oli e noccioline,plastique,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:hazelnuts,en:shelled-nuts,en:roasted-nuts,en:shelled-hazelnuts,en:roasted-hazelnuts,en:blanched-roasted-hazelnuts",0,0,0.0,0,1.0,b,0.0,Salty snacks,Nuts,en:blanched-roasted-hazelnuts,2569.0,55.0,3.9,0.0,0.0,0.0,5.2,0.0,0.0,13.6,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noce,Oli e noccioline,"plastica,o-07","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts",it:varieta-chandler,en:nuts,0.0,0,-2.0,a,1.0,Salty snacks,Nuts,en:nuts,2954.0,65.0,5.900000095,0.0,0.0,0.0,9.899999619,2.400000095,4.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noci di grenoble,Oli e noccioline,"plastica,pp-5","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts","en:organic,en:eu-organic,en:fr-bio-01,en:pdo",en:nuts,0.0,0,0.0,b,1.0,Salty snacks,Nuts,en:nuts,2912.0,66.3,6.1,0.0,0.0,0.0,6.3,4.6,6.2,15.3,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noci di romagna,Oli e noccioline,"carta,c-pap-81","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,it:varieta-chandler","en:fsc,en:fsc-mix,en:made-in-italy",en:nuts,0.0,0,-1.0,a,1.0,Salty snacks,Nuts,it:varieta-chandler,2925.0,67.0,6.1,9.5,51.0,0.0,5.0,1.5,5.9,17.0,0.06,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.3,0.0,0.0,0.0,0.0
noci lara,Oli e noccioline,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts",en:made-in-italy,en:nuts,0.0,0,-1.0,a,1.0,Salty snacks,Nuts,en:nuts,2975.0,69.0,6.8,9.5,53.0,0.0,2.7,2.5,6.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noci sorrento,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts",0,0,0.0,0,8.0,c,0.0,Salty snacks,Nuts,en:nuts,3008.0,69.0,5.6,0.0,0.0,0.0,7.5,2.1,6.0,14.0,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuggets,Carne,0,"en:meats,en:meat-preparations,en:poultries,en:breaded-products,en:chickens,en:cooked-poultries,en:chicken-preparations,en:cooked-chicken,en:poultry-nuggets,en:breaded-chicken,en:chicken-nuggets",en:gluten-free,0,0.0,0,2.0,b,0.0,Fish Meat Eggs,Meat,en:chicken-nuggets,1079.0,12.0,1.5,0.0,0.0,0.0,23.0,0.5,1.0,14.0,0.98,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olio d'oliva,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils",0,0,0.0,0,6.0,c,0.0,Fat and sauces,Fats,en:olive-oils,3761.0,99.0,14.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olio extra vergine d'oliva,Oli e noccioline,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils,en:virgin-olive-oils,en:extra-virgin-olive-oils",0,0,0.0,0,6.0,c,0.0,Fat and sauces,Fats,en:extra-virgin-olive-oils,3448.0,91.30000305,13.30000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ostriche,Pesce,0,"en:seafood,en:fishes,en:meals,en:fish-preparations,en:breaded-products,en:breaded-fish,en:breaded-cod-fish",0,0,0.0,0,1.0,b,0.0,Composite foods,One-dish meals,en:breaded-cod-fish,849.0,8.1,1.1,0.0,0.0,0.0,20.0,0.5,0.7,12.0,0.88,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paella di pesce,Pesce,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seafood,en:seeds,en:cereals-and-their-products,en:fishes,en:frozen-foods,en:meals,en:cereal-grains,en:frozen-seafood,en:meals-with-fish,en:rices,en:frozen-fishes",0,0,0.0,0,0.0,b,0.0,Composite foods,One-dish meals,en:frozen-fishes,397.0,1.0,0.3,0.0,0.0,0.0,16.0,1.0,1.3,5.0,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto 8 cereali,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,3.0,c,0.0,Cereals and potatoes,Bread,en:breads,1201.0,5.6,0.7,0.0,0.0,0.0,47.0,4.5,0.0,10.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto bianco,Pasta e Cereali,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","en:palm-oil-free,it:con-farina-da-agricoltura-sostenibile","en:eggs,en:milk,en:sesame-seeds,en:soybeans",0.0,0,0.0,b,3.0,Cereals and potatoes,Bread,en:breads,1148.0,3.9,0.6,0.0,0.0,0.0,48.4,7.3,4.5,8.5,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto di farro,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,5.0,c,3.0,Cereals and potatoes,Bread,en:breads,1243.0,4.7,0.4,0.0,0.0,0.0,53.0,4.6,0.0,9.3,1.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto grano duro,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",en:no-palm-oil,0,0.0,0,2.0,b,0.0,Cereals and potatoes,Bread,en:breads,1117.0,3.6,0.5,0.0,0.0,0.0,47.9,5.1,3.5,9.1,1.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto integrale,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,-1.0,a,0.0,Cereals and potatoes,Bread,en:breads,1079.0,5.099999905,0.600000024,0.0,0.0,0.0,39.0,4.699999809,7.9,10.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panbauletto semintegrale,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,-1.0,a,0.0,Cereals and potatoes,Bread,en:breads,1343.0,7.0,1.0,0.0,0.0,0.0,52.0,1.3,5.0,10.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancarré,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads",0,0,0.0,0,5.0,c,0.0,Cereals and potatoes,Bread,en:white-breads,1163.0,4.1,1.5,0.0,0.0,0.0,51.0,2.7,0.0,8.0,1.33,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancetta,Carne,plastica,"en:meats,en:prepared-meats,en:hams",en:gluten-free,0,1.0,en:e252,26.0,e,4.0,Fish Meat Eggs,Processed meat,en:hams,2209.0,52.0,17.0,0.0,0.0,0.0,0.1,0.1,0.0,15.0,3.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancetta affumicata a cubetti per carbonara,Carne,plastica,"en:meats,en:pork,en:bacon,en:smoked-bacon,en:pancetta,it:suino",en:gluten-free,0,3.0,"en:e250,en:e252,en:e301",20.0,e,4.0,Fish Meat Eggs,Meat,it:suino,1020.0,18.0,7.4,0.0,0.0,0.0,0.6,0.0,0.5,20.0,3.4,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pancetta dolce cubetti,Carne,0,"en:meats,en:pork,en:pancetta","en:gluten-free,en:natural-flavors",0,0.0,0,21.0,e,0.0,Fish Meat Eggs,Meat,en:pancetta,1137.0,22.0,8.5,0.0,0.0,0.0,1.0,0.5,0.0,18.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pandoro,Dolci,0,"en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:cakes,en:viennoiseries,en:brioches,en:pandoro",en:pure-butter,0,0.0,0,21.0,e,0.0,sugary-snacks,pastries,en:pandoro,1569.0,18.9,10.6,0.0,0.0,0.0,48.9,24.6,0.0,5.4,0.575,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane al farro,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,en:gluten,4.0,"en:e200,en:e262,en:e412,en:e450",2.0,b,4.0,Cereals and potatoes,Bread,en:breads,1092.0,6.0,0.699999988,0.0,0.0,0.0,39.0,4.5,0.0,9.199999809,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane azimo di farro semintegrale,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,18.0,d,0.0,Cereals and potatoes,Bread,en:breads,1481.0,2.29,0.79,0.0,0.0,0.0,65.9,29.0,0.0,14.09,1.99,0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane carasau,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,14.0,d,0.0,Cereals and potatoes,Bread,en:breads,1682.0,6.8,2.0,0.0,0.0,0.0,74.0,1.4,0.0,11.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane di segale,Pasta e Cereali,"incarto-plastica,lacetto","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,en:gluten,1.0,en:e262,-2.0,a,4.0,Cereals and potatoes,Bread,en:breads,929.0,1.3,0.3,0.0,0.0,0.0,43.0,2.5,5.0,7.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane per hamburger,Pasta e Cereali,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,0,0.0,0,1.0,b,0.0,Cereals and potatoes,Bread,en:breads,1205.0,5.5,1.0,0.0,0.0,0.0,50.0,7.0,3.0,8.5,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pane per tramezzini,Pasta e Cereali,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads,en:multigrain-sliced-breads,it:pane-per-tramezzini",0,0,0.0,0,3.0,c,0.0,Cereals and potatoes,Bread,it:pane-per-tramezzini,1021.0,2.7,0.5,0.0,0.0,0.0,45.0,4.5,0.0,7.9,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panettone,Dolci,0,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:viennoiseries,en:brioches,en:panettone",0,"en:gluten,en:milk",1.0,en:e471,18.0,d,4.0,sugary-snacks,pastries,en:panettone,1506.0,13.0,8.5,0.0,0.0,0.0,53.0,25.0,0.0,6.5,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pangoccioli,Pasta e Cereali,"sachet,plastique","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:viennoiseries,en:breads,en:brioches,en:brioche-filled-with-chocolate-drops","en:no-colorings,en:no-hydrogenated-fats,en:no-preservatives,en:palm-oil-free",en:gluten,2.0,"en:e322,en:e322i,en:e570",10.0,c,4.0,Cereals and potatoes,Bread,en:brioche-filled-with-chocolate-drops,1405.0,11.8,3.8,0.0,0.0,0.0,46.8,18.6,3.9,8.3,0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panino dolce alla frutta,Dolci,"sachet,plastique","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:gingerbreads","en:made-in-germany,fr:fairtrade-cocoa-program","en:eggs,en:gluten,en:milk,en:soybeans",6.0,"en:e322,en:e322i,en:e330,en:e332,en:e440,en:e450,en:e500",20.0,e,4.0,Sugary snacks,Biscuits and cakes,en:gingerbreads,1563.0,9.6,6.6,0.0,0.0,0.0,63.8,42.6,0.0,4.5,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panino per hamburger con sesamo,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",0,en:sesame-seeds,2.0,"en:e471,en:e472e",3.0,c,4.0,Cereals and potatoes,Bread,en:breads,1218.0,5.0,1.9,0.0,0.0,0.0,51.0,4.7,2.8,8.7,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panna fresca,Latticini,0,"en:dairies,en:creams",0,0,0.0,0,14.0,d,0.0,Milk and dairy products,Milk and yogurt,en:creams,1435.0,36.0,27.0,0.0,0.0,0.0,2.7,2.7,0.0,2.1,0.12,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panna fresca pastorizzata,Latticini,tetra-pak,"en:dairies,en:creams",0,0,0.0,0,14.0,d,0.0,Milk and dairy products,Milk and yogurt,en:creams,1406.0,35.0,24.0,0.0,0.0,0.0,3.1,3.1,0.0,2.1,0.08,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panna ghiotta,Dolci,"plastica,pet-1,pp-5","en:dairies,it:pannacotta",en:no-gluten,en:milk,1.0,en:e440,23.0,e,4.0,Milk and diary products,Milk and yogurt,it:pannacotta,3632.0,17.0,12.0,0.0,0.0,0.0,11.0,9.5,0.0,2.8,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panna granarolo,Latticini,0,"en:dairies,en:creams,en:liquid-cream,en:uht-creams,fr:cremes-liquides","en:contains-milk,en:fsc,en:made-in-italy",en:milk,1.0,en:e407,12.0,d,4.0,Milk and dairy products,Milk and yogurt,fr:cremes-liquides,862.0,20.0,13.0,0.0,0.0,0.0,4.0,4.0,0.0,2.599999905,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
papaya,Frutta,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:pineapple",0,0,0.0,0,-2.0,a,0.0,Fruits and vegetables,Fruits,en:pineapple,297.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
